company_id,company_name,doctype,reference,currency,voucher,inv_date,due_date,open_amt_tc,open_amt_bc,current,months1,months2,months3
V50018,DHL INTL (UK) LTD,INVOICE,BFS9018128,USD,BFS026/000000352,2015-10-26,2015-11-30,-282.36,-282.36,0.0,0.0,0.0,-282.36
V50018,DHL INTL (UK) LTD,INVOICE,BFS9031626,USD,BFS026/000000444,2015-11-03,2015-12-30,-137.21,-137.21,0.0,0.0,0.0,-137.21
V50018,DHL INTL (UK) LTD,INVOICE,BFS9591867,USD,BFS026/000004818,2016-07-08,2016-08-30,-16.99,-16.99,0.0,0.0,0.0,-16.99
V50018,DHL INTL (UK) LTD,INVOICE,BFSI020482,USD,BFS026OB/000000048,2015-04-28,2015-05-30,-105.37,-105.37,0.0,0.0,0.0,-105.37
V50018,DHL INTL (UK) LTD,INVOICE,BFSI123856,USD,BFS026/000000011,2018-11-06,2018-12-30,-525.65,-525.65,0.0,0.0,0.0,-525.65
V50018,DHL INTL (UK) LTD,INVOICE,BFSI192816,USD,BFS026/000000423,2019-01-22,2019-03-02,-63.49,-63.49,0.0,-63.49,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI199015,USD,BFS026/000000420,2019-01-31,2019-03-02,-27.52,-27.52,0.0,-27.52,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI203493,USD,BFS026/000000225,2015-10-16,2015-11-30,-114.63,-114.63,0.0,0.0,0.0,-114.63
V50018,DHL INTL (UK) LTD,INVOICE,BFSI203494,USD,BFS026/000000223,2015-10-16,2015-11-30,-148.95,-148.95,0.0,0.0,0.0,-148.95
V50018,DHL INTL (UK) LTD,INVOICE,BFSI205540,USD,BFS026/000000671,2019-01-31,2019-03-02,-97.83,-97.83,0.0,-97.83,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI219929,USD,BFS026/000000873,2019-02-18,2019-03-30,-422.4,-422.4,0.0,-422.4,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI226197,USD,BFS026/000000874,2019-02-26,2019-03-30,-1311.93,-1311.93,0.0,-1311.93,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI233067,USD,BFS026/000001130,2019-02-28,2019-02-28,-897.68,-897.68,0.0,0.0,-897.68,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI247197,USD,BFS026/000001143,2019-03-18,2019-03-18,-1084.97,-1084.97,0.0,-1084.97,0.0,0.0
V50018,DHL INTL (UK) LTD,INVOICE,BFSI247198,USD,BFS026/000001142,2019-03-18,2019-03-18,-110.09,-110.09,0.0,-110.09,0.0,0.0
V50020,WESTERN IRELAND SUPPLY,INVOICE,9032397704,USD,BFS026/000001127,2019-02-19,2019-03-30,-365.96,-365.96,0.0,-365.96,0.0,0.0
V50020,WESTERN IRELAND SUPPLY,INVOICE,9032747985,USD,BFS026/000001159,2019-03-21,2019-04-30,-375.32,-375.32,-375.32,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1224,USD,BFS026/000000804,2019-02-12,2019-03-31,-82.26,-82.26,-82.26,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1266,USD,BFS026/000000805,2019-02-14,2019-03-31,-786.14,-786.14,-786.14,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1281,USD,BFS026/000000894,2019-02-12,2019-03-31,-138.85,-138.85,-138.85,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1301,USD,BFS026/000000806,2019-02-12,2019-03-31,-563.7,-563.7,-563.7,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1307,USD,BFS026/000000807,2019-02-14,2019-03-31,-218.49,-218.49,-218.49,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1327,USD,BFS026/000000809,2019-02-12,2019-03-31,-683.41,-683.41,-683.41,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,1330,USD,BFS026/000000810,2019-02-12,2019-03-31,-429.18,-429.18,-429.18,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,387,USD,BFS026/000000808,2019-02-12,2019-03-31,-1172.07,-1172.07,-1172.07,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,391,USD,BFS026/000000558,2019-02-12,2019-03-31,-17.64,-17.64,-17.64,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,82147,USD,BFS026/000000149,2019-01-04,2019-04-01,-2807.73,-2807.73,-2807.73,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,82148,USD,BFS026/000000151,2019-01-04,2019-04-01,-334.39,-334.39,-334.39,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,82152,USD,BFS026/000000150,2019-01-04,2019-04-01,-42.67,-42.67,-42.67,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,I0000167,USD,BFS026/000000888,2019-02-08,2019-04-29,-326.77,-326.77,-326.77,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,I0000169,USD,BFS026/000000887,2019-02-11,2019-04-29,-419.23,-419.23,-419.23,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,I00002455,USD,BFS026/000000832,2019-02-20,2019-04-29,-109.23,-109.23,-109.23,0.0,0.0,0.0
V50023,ELEGANT TIMBER SERVICE,INVOICE,I00003023,USD,BFS026/000000988,2019-03-08,2019-05-30,-148.87,-148.87,-148.87,0.0,0.0,0.0
V50027,JESET JULIFIA CASTING INDUSTRIAL CO,INVOICE,ECRN/JD19003,USD,BFS026/000001040,2019-01-18,2019-04-01,-1722.6,-1298.9,-1298.9,0.0,0.0,0.0
V50027,JESET JULIFIA CASTING INDUSTRIAL CO,INVOICE,ECRN/JD19004,USD,BFS026/000001041,2019-01-22,2019-04-01,-46257.48,-34879.72,-34879.72,0.0,0.0,0.0
V50027,JESET JULIFIA CASTING INDUSTRIAL CO,INVOICE,ECRN/JD19007,USD,BFS026/000001042,2019-02-21,2019-04-29,-5166.06,-3895.39,-3895.39,0.0,0.0,0.0
V50033,W TAFT LTD,INVOICE,125134,USD,BFS026OB/000000016,2011-10-03,2011-11-30,-396.0,-396.0,0.0,0.0,0.0,-396.0
V50033,W TAFT LTD,INVOICE,150121,USD,BFS026/000000587,2019-02-05,2019-03-30,-2605.61,-2605.61,0.0,-2605.61,0.0,0.0
V50039,SEET PARTS (US) LIMITED,INVOICE,8028759,USD,BFS026/000000951,2019-02-22,2019-03-30,-1907.3,-1907.3,0.0,-1907.3,0.0,0.0
V21242,HIDEWAYS METAL CO LTD,INVOICE,SIN080441,USD,BFS026OB/000000266,2012-06-13,2012-07-30,-42.0,-42.0,0.0,0.0,0.0,-42.0
V50045,DAVIS BROTHERS,INVOICE,17380,USD,BFS026/000000274,2019-01-11,2019-04-01,-523.45,-523.45,-523.45,0.0,0.0,0.0
V50045,DAVIS BROTHERS,INVOICE,17381,USD,BFS026/000000273,2019-01-11,2019-04-01,-91.39,-91.39,-91.39,0.0,0.0,0.0
V50045,DAVIS BROTHERS,INVOICE,17533,USD,BFS026/000000553,2019-01-31,2019-04-01,-18.0,-18.0,-18.0,0.0,0.0,0.0
V50052,DEARCO USLTD,INVOICE,6530139685,USD,BFS026/000000990,2019-02-28,2019-03-30,-430.85,-430.85,0.0,-430.85,0.0,0.0
V50054,ASG ARCHITECTURAL COVERS US LTD,CREDITNOTE,4470698451,USD,BFS030/000000148,2018-09-20,2018-10-30,315.62,315.62,0.0,0.0,0.0,315.62
V50054,ASG ARCHITECTURAL COVERS US LTD,INVOICE,4494042741,USD,BFS026/000000299,2019-01-21,2019-03-02,-105.19,-105.19,0.0,-105.19,0.0,0.0
V50054,ASG ARCHITECTURAL COVERS US LTD,INVOICE,596405025164,USD,BFS026/000000955,2018-09-25,2018-10-30,-72.0,-72.0,0.0,0.0,0.0,-72.0
V50059,RUBBER & PLASTIC PROD LTD,INVOICE,OP/I128566,USD,BFS026OB/000000043,2012-05-18,2012-06-30,-408.0,-408.0,0.0,0.0,0.0,-408.0
V50059,RUBBER & PLASTIC PROD LTD,INVOICE,OP/I203243,USD,BFS026/000000910,2019-02-19,2019-03-30,-1868.93,-1868.93,0.0,-1868.93,0.0,0.0
V50059,RUBBER & PLASTIC PROD LTD,INVOICE,OP/I204507,USD,BFS026/000001032,2019-03-18,2019-04-30,-343.5,-343.5,-343.5,0.0,0.0,0.0
V50061,SANDERS LTD,CREDITNOTE,9000006806,USD,BFS030OB/000000001,2013-01-07,2013-03-02,324.91,324.91,0.0,0.0,0.0,324.91
V50061,SANDERS LTD,INVOICE,9000575294,USD,BFS026/000000604,2019-02-05,2019-03-30,-2464.7,-2464.7,0.0,-2464.7,0.0,0.0
V50070,ARB SUPPLY INTERNATIONAL,CREDITNOTE,08714531,USD,BFS030/000000169,2018-10-15,2018-10-22,24.0,24.0,0.0,0.0,0.0,24.0
V50070,ARB SUPPLY INTERNATIONAL,CREDITNOTE,08714532,USD,BFS030/000000170,2018-10-15,2018-10-22,24.0,24.0,0.0,0.0,0.0,24.0
V50070,ARB SUPPLY INTERNATIONAL,INVOICE,08721988,USD,BFS026/000003868,2018-10-15,2018-10-22,-131.59,-131.59,0.0,0.0,0.0,-131.59
V50073,O2,INVOICE,23016825,USD,BFS026/000001119,2019-02-17,2019-02-17,-5976.46,-5976.46,0.0,0.0,-5976.46,0.0
V50082,AIRPLANE ENERGY SUPPLY  LTD,INVOICE,793424650,USD,BFS026/000000866,2019-02-15,2019-03-30,-10262.87,-10262.87,0.0,-10262.87,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80340,USD,BFS026/000000594,2019-02-05,2019-03-30,-76.3,-76.3,0.0,-76.3,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80341,USD,BFS026/000000593,2019-02-05,2019-03-30,-49.2,-49.2,0.0,-49.2,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80363,USD,BFS026/000000591,2019-02-05,2019-03-30,-46.82,-46.82,0.0,-46.82,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80364,USD,BFS026/000000818,2019-02-05,2019-03-30,-588.84,-588.84,0.0,-588.84,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80619,USD,BFS026/000001060,2019-02-27,2019-03-30,-228.78,-228.78,0.0,-228.78,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80704,USD,BFS026/000000971,2019-03-07,2019-04-30,-48.67,-48.67,-48.67,0.0,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80705,USD,BFS026/000000973,2019-03-07,2019-04-30,-52.15,-52.15,-52.15,0.0,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80706,USD,BFS026/000000972,2019-03-18,2019-04-30,-74.4,-74.4,-74.4,0.0,0.0,0.0
V50086,CALESTON INDUSTRIES,INVOICE,80707,USD,BFS026/000000974,2019-03-07,2019-04-30,-68.52,-68.52,-68.52,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27899,USD,BFS026/000000168,2019-01-12,2019-04-01,-900.0,-900.0,-900.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27909,USD,BFS026/000000292,2019-01-24,2019-04-01,-1764.0,-1764.0,-1764.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27924,USD,BFS026/000000337,2019-01-28,2019-04-01,-270.0,-270.0,-270.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27941,USD,BFS026/000001120,2019-02-07,2019-04-29,-210.0,-210.0,-210.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27950,USD,BFS026/000000747,2019-02-13,2019-04-29,-186.0,-186.0,-186.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27968,USD,BFS026/000000830,2019-02-26,2019-04-29,-180.0,-180.0,-180.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27977,USD,BFS026/000000859,2019-02-28,2019-04-29,-4248.0,-4248.0,-4248.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27990,USD,BFS026/000000991,2019-02-28,2019-04-29,-1560.0,-1560.0,-1560.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,27991,USD,BFS026/000000992,2019-02-28,2019-04-29,-768.0,-768.0,-768.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,28004,USD,BFS026/000001006,2019-03-05,2019-05-30,-924.0,-924.0,-924.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,28005,USD,BFS026/000001007,2019-03-05,2019-05-30,-1050.0,-1050.0,-1050.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,28013,USD,BFS026/000000984,2019-03-12,2019-05-30,-996.0,-996.0,-996.0,0.0,0.0,0.0
V50087,SCARIE ENGINEERING (LAUGHES) LTD,INVOICE,28020,USD,BFS026/000001020,2019-03-19,2019-05-30,-3708.0,-3708.0,-3708.0,0.0,0.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8210,USD,BFS026/000001078,2018-08-24,2018-10-30,-3840.0,-3840.0,0.0,0.0,0.0,-3840.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8440,USD,BFS026/000001074,2018-11-16,2019-01-29,-3180.0,-3180.0,0.0,0.0,-3180.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8441,USD,BFS026/000001075,2019-03-28,2019-05-30,-5328.0,-5328.0,-5328.0,0.0,0.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8443,USD,BFS026/000001076,2018-11-16,2019-01-29,-1824.0,-1824.0,0.0,0.0,-1824.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8444,USD,BFS026/000001077,2018-11-16,2019-01-29,-2952.0,-2952.0,0.0,0.0,-2952.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8636,USD,BFS026/000000384,2019-01-29,2019-04-01,-2268.0,-2268.0,-2268.0,0.0,0.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8717,USD,BFS026/000001055,2019-02-28,2019-04-29,-60.0,-60.0,-60.0,0.0,0.0,0.0
V50089,REDWOOD ARCHITECTURE PLACE,INVOICE,IN-8718,USD,BFS026/000001056,2019-02-28,2019-04-29,-146.4,-146.4,-146.4,0.0,0.0,0.0
V50093,TEDDERY & CLASSIC LTD,INVOICE,A65375,USD,BFS026/000000953,2019-02-25,2019-03-30,-448.56,-448.56,0.0,-448.56,0.0,0.0
V50093,TEDDERY & CLASSIC LTD,INVOICE,A65454,USD,BFS026/000001005,2019-03-04,2019-04-30,-330.48,-330.48,-330.48,0.0,0.0,0.0
V50093,TEDDERY & CLASSIC LTD,INVOICE,INV00001263366,USD,BFS026/000000957,2019-03-13,2019-04-30,-42.48,-42.48,-42.48,0.0,0.0,0.0
V50097,AT&T GLOBAL NETWORK SERVICES (US) BV,INVOICE,47253983,USD,BFS026/000000781,2019-02-15,2019-03-30,-1137.14,-1137.14,0.0,-1137.14,0.0,0.0
V50097,AT&T GLOBAL NETWORK SERVICES (US) BV,INVOICE,47255724,USD,BFS026/000001019,2019-03-15,2019-04-30,-1137.14,-1137.14,-1137.14,0.0,0.0,0.0
V50098,PLASTIC COATINGS LTD,INVOICE,234560,USD,BFS026/000000393,2019-01-30,2019-04-01,-480.0,-480.0,-480.0,0.0,0.0,0.0
V50102,TECHNICAL METALS LTD,INVOICE,221233,USD,BFS026/000000994,2019-02-26,2019-03-30,-30.0,-30.0,0.0,-30.0,0.0,0.0
V50102,TECHNICAL METALS LTD,INVOICE,221234,USD,BFS026/000000995,2019-02-26,2019-03-30,-30.0,-30.0,0.0,-30.0,0.0,0.0
V50104,BARRHEAD TRAVEL SERVICES LTD,CREDITNOTE,B188565,USD,BFS030OB/000000004,2012-01-25,2012-03-01,1018.8,1018.8,0.0,0.0,0.0,1018.8
